frame,pan_x,pan_y,rotation_deg,accumulated_rotation_deg,accumulated_pan_x,accumulated_pan_y
43,0.389686567044431,0.31812650335086357,-1.9131760207804338,24.427293661409895,0.27670138157576013,10.998225967286253
44,0.3483824780798349,0.3213069865247986,-1.9468405448904886,26.374134206300383,0.625083859655595,11.319532953811052
45,0.3060101802557427,0.33360648671288606,-1.9699316116258867,28.34406581792627,0.9310940399113377,11.653139440523939
46,0.266300048789719,0.34883241543586707,-1.9916116334749432,30.335677451401214,1.1973940887010568,12.001971855959805
47,0.26658250331048355,0.36379922186599345,-2.0065076999874383,32.342185151388655,1.4639765920115404,12.3657710778258
48,0.23627975228781015,0.3660309635704167,-2.0199200484151625,34.36210519980382,1.7002563442993506,12.731802041396216
49,0.24075452690593335,0.36873906535049183,-2.037263661829261,36.39936886163308,1.9410108712052838,13.100541106746707
50,0.21562971352386112,0.3908538804316284,-2.0527228129090394,38.45209167454212,2.156640584729145,13.491394987178335
51,0.16110764217939086,0.4132622936459305,-2.05725040965597,40.50934208419809,2.317748226908536,13.904657280824265
52,0.1472903686593745,0.4745012320633456,-2.0511235552225218,42.56046563942061,2.4650385955679104,14.379158512887612
53,0.1120824218165195,0.47335242463885324,-2.0619172635567073,44.62238290297732,2.57712101738443,14.852510937526466
54,0.1041118751236556,0.48181747778083484,-2.069397046724238,46.69177994970156,2.6812328925080857,15.3343284153073
55,0.0769537068037639,0.49016546697026575,-2.069786516799091,48.76156646650065,2.7581865993118497,15.824493882277567
56,0.05491410454556295,0.4846664310827189,-2.0511614769983337,50.812727943498984,2.8131007038574127,16.309160313360287
57,0.06556344254951194,0.5271762907503376,-2.0407671006290355,52.85349504412802,2.8786641464069245,16.836336604110624
58,0.011758170363567286,0.5274713360298895,-2.112956809884435,54.966451854012455,2.8904223167704917,17.363807940140514
59,0.008393653066669553,0.5484932560760054,-2.121640000342821,57.08809185435528,2.898815969837161,17.912301196216518
60,0.014001750293413797,0.5736177303817627,-2.105031184668867,59.193123039024144,2.912817720130575,18.48591892659828
61,0.020989142196870994,0.5754742105155835,-2.0969401068146554,61.2900631458388,2.933806862327446,19.061393137113864
62,0.043660584873110704,0.6048202041394668,-2.1008982550906286,63.39096140092943,2.977467447200557,19.666213341253332
63,0.04752043509758677,0.6200394335184403,-2.098305130364338,65.48926653129377,3.0249878822981437,20.28625277477177
64,0.04290224352686085,0.6069222106673485,-2.0798099943418835,67.56907652563565,3.0678901258250044,20.89317498543912
65,-0.009123539995287498,0.5616850357202523,-2.011838954913162,69.58091548054881,3.058766585829717,21.454860021159373
66,-0.0413109335227871,0.5252425823919298,-1.8980468555379935,71.47896233608681,3.01745565230693,21.980102603551302
67,-0.1321807473928628,0.4360317111710632,-1.7612859422926048,73.24024827837941,2.885274904914067,22.416134314722363
68,-0.19648093523362503,0.3762486293079461,-1.6249855683277745,74.86523384670718,2.688793969680442,22.792382944030308
69,-0.2929068125283716,0.296910857251224,-1.5043894266890314,76.36962327339621,2.3958871571520706,23.08929380128153
70,-0.35553213597692124,0.25406686934563394,-1.3911041287261665,77.76072740212238,2.0403550211751496,23.343360670627167
71,-0.4606612171546215,0.20033256187528597,-1.2975149758102678,79.05824237793266,1.5796938040205282,23.543693232502452
72,-0.49404682593507837,0.1709380952102165,-1.2174674777568235,80.27570985568948,1.0856469780854499,23.71463132771267
73,-0.5497360365667309,0.13164356858861653,-1.1495639472029833,81.42527380289246,0.535910941518719,23.846274896301285
74,-0.5777924162211316,0.10372083569069487,-1.090995077191846,82.51626888008431,-0.04188147470241266,23.94999573199198
75,-0.6020413244480646,0.05342325489009746,-1.044041221350148,83.56031010143445,-0.6439227991504772,24.003418986882078
76,-0.5713806811951967,-0.053841335843974665,-0.9859774773102246,84.54628757874468,-1.215303480345674,23.949577651038105
77,-0.5407521563899407,-0.1817326290277539,-0.9331900097047232,85.4794775884494,-1.7560556367356146,23.767845022010352
78,-0.502042693418631,-0.33232147246631005,-0.8775775727452821,86.35705516119468,-2.2580983301542457,23.43552354954404
79,-0.5175614547519716,-0.5096857627181912,-0.8254909136945559,87.18254607488923,-2.7756597849062175,22.92583778682585
80,-0.5693903061034093,-0.7059653698478484,-0.7730183946287216,87.95556446951795,-3.345050091009627,22.219872416978
81,-0.6284857227194168,-0.8451967478217328,-0.7231593511867493,88.6787238207047,-3.9735358137290437,21.374675669156268
82,-0.6821951790626459,-0.8623987447576977,-0.6820929290771874,89.36081674978189,-4.65573099279169,20.51227692439857
83,-0.5652771856276998,-0.5848544182648305,-0.6321827176092765,89.99299946739117,-5.22100817841939,19.92742250613374
84,-0.3575052858141355,-0.1969283959826157,-0.5647071088434285,90.5577065762346,-5.5785134642335255,19.730494110151124
85,-0.14218337967687097,0.16380752134392923,-0.4862808147662466,91.04398739100084,-5.720696843910396,19.894301631495054
86,-0.009245564354421434,0.3778358819108719,-0.4056195336359641,91.44960692463681,-5.729942408264818,20.272137513405927
87,0.15231683091374257,0.4914301445984777,-0.3197401471087774,91.76934707174559,-5.577625577351076,20.763567658004405
88,0.25416700413872945,0.5308145342223187,-0.23777073251768818,92.00711780426327,-5.3234585732123465,21.294382192226724
89,0.34699674559113214,0.536340076038859,-0.17420234612804386,92.18132015039131,-4.976461827621215,21.830722268265582
90,0.4108781466615937,0.5173867882866172,-0.11464333713073331,92.29596348752204,-4.565583680959621,22.3481090565522
91,0.48342791583197225,0.5045316147703971,-0.06963080337969213,92.36559429090174,-4.082155765127649,22.852640671322597
92,0.5390325338905901,0.5041071797174083,-0.035273409176428155,92.40086770007817,-3.5431232312370593,23.356747851040005
93,0.5939728372123241,0.5061282126160369,-0.0030360353075570036,92.40390373538573,-2.949150394024735,23.862876063656042
94,0.6285448602694259,0.49866998999005785,0.022791741058374317,92.38111199432736,-2.320605533755309,24.3615460536461
95,0.6963553925567575,0.5092459677338959,0.04178303787226327,92.33932895645509,-1.6242501411985515,24.870792021379998
96,0.6829022605682717,0.4421453927489897,0.06606986824898411,92.2732590882061,-0.9413478806302797,25.31293741412899
97,0.6654394785059059,0.300245148332951,0.0784255667387582,92.19483352146734,-0.27590840212437384,25.61318256246194
98,0.6108879031693216,0.15285958922218099,0.09447158903343197,92.10036193243391,0.3349795010449478,25.766042151684122
99,0.5280873678208782,0.03204616924426999,0.10931130993570767,91.99105062249821,0.863066868865826,25.798088320928393
100,0.4545577748415494,-0.04327641428310123,0.126503321312038,91.86454730118616,1.3176246437073753,25.75481190664529
101,0.26358042184310393,-0.21703617140787088,0.13125890909209015,91.73328839209407,1.5812050655504792,25.53777573523742
102,0.12878259979785386,-0.3446386780015367,0.12619796379117956,91.60709042830288,1.709987665348333,25.193137057235884
103,0.03448226809294072,-0.4007094977805439,0.12228417546591053,91.48480625283698,1.7444699334412737,24.79242755945534
104,-0.04845378278170019,-0.3633290056592203,0.13609185784487787,91.3487143949921,1.6960161506595735,24.42909855379612
105,-0.10784303977772289,-0.22026162237621366,0.16333662025136297,91.18537777474074,1.5881731108818506,24.208836931419906
106,-0.20433641098186667,-0.1790301614616164,0.16562389468839858,91.01975388005235,1.383836699899984,24.02980676995829
107,-0.19755181723046505,-0.1138978021894848,0.18101574578016436,90.83873813427219,1.186284882669519,23.915908967768807
108,-0.22651807923029996,-0.09161671419512493,0.17904437225173378,90.65969376202045,0.9597668034392189,23.82429225357368
109,-0.20103045973894235,-0.04987224595225741,0.1853014600273914,90.47439230199306,0.7587363437002765,23.774420007621423
110,-0.22427630849289423,-0.010791457911734935,0.1748999712108671,90.2994923307822,0.5344600352073823,23.763628549709686
111,-0.23434557145355564,-0.00823477408953514,0.16688069496516844,90.13261163581703,0.30011446375382667,23.755393775620153
112,-0.2839311198759382,0.05726605385522438,0.15203824407948224,89.98057339173755,0.016183343877888445,23.812659829475376
113,-0.14117780984602907,0.16823479915225417,0.15098896821818764,89.82958442351936,-0.12499446596814062,23.98089462862763
114,-0.3342587091968934,0.16773706337594518,0.10330107422125127,89.72628334929811,-0.459253175165034,24.148631692003576
115,-0.4569433947432593,0.12585121696055485,0.049958174567695975,89.67632517473042,-0.9161965699082932,24.27448290896413
116,-0.3861011750962329,0.10896729159225525,0.018811408179178694,89.65751376655125,-1.302297745004526,24.383450200556386
117,-0.33889854021662247,0.142130475020028,-0.026180530283828374,89.68369429683507,-1.6411962852211486,24.525580675576414
118,-0.25640429669071974,0.23242110317675982,-0.05803061010854651,89.74172490694362,-1.8976005819118682,24.758001778753172
119,-0.19386265701190097,0.29343252506501594,-0.07362046953426199,89.81534537647788,-2.0914632389237693,25.051434303818187
120,-0.19015190569907628,0.27229748605748505,-0.10673104387790248,89.92207642035578,-2.2816151446228456,25.323731789875673
121,-0.16977622199881087,0.25863417392716914,-0.15768627574144278,90.07976269609722,-2.4513913666216567,25.582365963802843
122,-0.1510071871614723,0.2552297657388861,-0.22950382180453222,90.30926651790175,-2.602398553783129,25.83759572954173
123,-0.1378691656167899,0.2844276964012103,-0.31606028226319416,90.62532680016494,-2.740267719399919,26.12202342594294
124,-0.12592640215484688,0.3295743156318238,-0.4117091580796129,91.03703595824456,-2.866194121554766,26.451597741574762
125,-0.11529349804715501,0.42615852705552504,-0.5351953640831774,91.57223132232774,-2.981487619601921,26.877756268630286
126,-0.12028736310122282,0.5086087231146879,-0.6871708953390714,92.2594022176668,-3.1017749827031436,27.386364991744973
127,-0.11324272202694814,0.613847754770878,-0.8418023077567925,93.1012045254236,-3.2150177047300916,28.00021274651585
128,-0.11460098662870791,0.6988027131412762,-0.9848180243683806,94.08602254979198,-3.3296186913587995,28.699015459657126
129,-0.13982290120606322,0.759654393984455,-1.121328991616895,95.20735154140887,-3.4694415925648627,29.45866985364158
130,-0.14816271084646182,0.8121222263786776,-1.241086608367027,96.4484381497759,-3.6176043034113246,30.270792080020257
131,-0.1710052394147057,0.8312766124931328,-1.3390767178147271,97.78751486759063,-3.7886095428260305,31.10206869251339
132,-0.19844174558294514,0.8314396804783769,-1.4219534252789483,99.20946829286957,-3.9870512884089755,31.933508372991767
133,-0.20423430953314875,0.8279406325451253,-1.4813834822931529,100.69085177516273,-4.191285597942124,32.76144900553689
134,-0.24298064856994542,0.8249711070701186,-1.5353103787221931,102.22616215388491,-4.4342662465120695,33.58642011260701
135,-0.28604790037848454,0.8472028515573982,-1.5701303639456765,103.7962925178306,-4.720314146890554,34.43362296416441
136,-0.3397011826893892,0.8749234548826927,-1.602501435386492,105.39879395321708,-5.060015329579944,35.3085464190471
137,-0.3999843580850768,0.9222930516805758,-1.6265413248263634,107.02533527804344,-5.459999687665021,36.23083947072767
138,-0.44521540998515274,0.9860617451834729,-1.6436912809780002,108.66902655902145,-5.905215097650173,37.21690121591114
139,-0.5480731331387354,1.028172862195886,-1.672846851501961,110.3418734105234,-6.453288230788909,38.24507407810703
140,-0.5699563348560849,1.0979088537174184,-1.6925902006821283,112.03446361120554,-7.023244565644993,39.34298293182445
141,-0.48236770289868186,1.0629843953349118,-1.6954815117161082,113.72994512292165,-7.505612268543675,40.40596732715937
142,-0.25295932061327053,0.8726464498532637,-1.6827567167231356,115.41270183964478,-7.758571589156945,41.27861377701263
143,0.08087667577431568,0.5942325227371605,-1.6526606601736407,117.06536249981842,-7.67769491338263,41.87284629974979
144,0.23745362629558758,0.3112072935756658,-1.6114978784497747,118.67686037826819,-7.4402412870870425,42.18405359332545
145,0.39843899961571727,0.18087015860102673,-1.5834988565377137,120.2603592348059,-7.0418022874713255,42.364923751926476
146,0.4677136148549991,0.05687413839546479,-1.5565617097617093,121.81692094456761,-6.574088672616327,42.42179789032194
147,0.49451245162487156,-0.014733147274969521,-1.5391187560220954,123.3560397005897,-6.079576220991456,42.40706474304697
148,0.5480208270055222,-0.045991916287136655,-1.519043400640704,124.8750831012304,-5.531555393985934,42.36107282675984
149,0.5126759125058659,-0.08470812147142578,-1.4984864273883893,126.37356952861879,-5.0188794814800675,42.276364705288415
150,0.49827821450737014,-0.10345832041525503,-1.4552587523670093,127.8288282809858,-4.520601266972697,42.17290638487316
151,0.4551274631095594,-0.12171056708451955,-1.4163536056302513,129.24518188661605,-4.065473803863138,42.05119581778864
152,0.4204288279020091,-0.16178678658310797,-1.3768396053934282,130.62202149200948,-3.6450449759611288,41.88940903120553
153,0.318926136357288,-0.16665301147289158,-1.3289315157172163,131.9509530077267,-3.326118839603841,41.72275601973264
154,0.25298833445532987,-0.09058752646852025,-1.3043342662253328,133.25528727395204,-3.073130505148511,41.632168493264125
155,0.20032971500505492,0.06969755395472857,-1.2773162169113386,134.53260349086338,-2.8728007901434562,41.70186604721885
156,0.24215271056690202,0.27966373803413563,-1.2610966444847578,135.79370013534813,-2.630648079576554,41.98152978525299
157,0.23834142565546873,0.41844207627852714,-1.2233551315532758,137.0170552669014,-2.3923066539210853,42.39997186153151
158,0.2462686848740345,0.49644062578606735,-1.1710107185422525,138.18806598544364,-2.146037969047051,42.896412487317576
159,0.23049819897383284,0.5054281706186313,-1.0981800994336937,139.28624608487735,-1.915539770073218,43.401840657936205
160,0.2227576597697889,0.4862536500806353,-1.030587183743572,140.3168332686209,-1.692782110303429,43.88809430801684
161,0.23979572778791125,0.4677795031700044,-0.9509285290092466,141.26776179763016,-1.4529863825155178,44.35587381118685
162,0.22940192666128045,0.4577353791052063,-0.8788704148313464,142.1466322124615,-1.2235844558542373,44.813609190292055
163,0.23075923304149965,0.46858071968730863,-0.8116251136012504,142.95825732606275,-0.9928252228127377,45.282189909979365
164,0.23061560956453356,0.46861478677726254,-0.7465159002497527,143.7047732263125,-0.7622096132482041,45.75080469675663
165,0.2229385208003533,0.4455262652578784,-0.6876908955597164,144.39246412187222,-0.5392710924478508,46.19633096201451
166,0.20485353619485888,0.41087689614544987,-0.6319966863117901,145.02446080818402,-0.33441755625299185,46.60720785815996
167,0.189450952889947,0.3686547218367142,-0.582110907582887,145.6065717157669,-0.14496660336304484,46.97586257999667
168,0.17081989611526457,0.341828938117929,-0.5379401815219698,146.14451189728888,0.02585329275221973,47.3176915181146
169,0.17883478611171555,0.325645594308201,-0.49991901359260854,146.64443091088148,0.20468807886393528,47.6433371124228
170,0.15209249961963073,0.31140515612414876,-0.4592407150849416,147.10367162596643,0.35678057848356604,47.954742268546944
171,0.15401549575764675,0.30752345550007815,-0.42575017722594055,147.52942180319238,0.5107960742412128,48.26226572404702
172,0.14290288072351964,0.26647748053945786,-0.38160876170358243,147.91103056489595,0.6536989549647324,48.528743204586476
173,0.1549686624816477,0.23188264404134135,-0.3371250127893084,148.24815557768525,0.80866761744638,48.76062584862782
174,0.17074471189534002,0.19307308324847663,-0.2925170186535403,148.5406725963388,0.9794123293417201,48.953698931876296
175,0.15037595502628892,0.14677081099570743,-0.2579079665540609,148.79858056289285,1.129788284368009,49.100469742872
176,0.15764139798167962,0.13843339623583095,-0.2140042585215241,149.01258482141438,1.2874296823496885,49.23890313910783
177,0.330944945385723,0.18446614115064128,-0.17903375355220869,149.19161857496658,1.6183746277354114,49.42336928025848
178,0.533228055247726,0.18637582895357013,-0.07226030669592028,149.2638788816625,2.151602682983137,49.60974510921205
179,0.4858485748977479,0.12360161905443728,0.03113484448012397,149.23274403718236,2.637451257880885,49.73334672826649
180,0.4169666055543693,0.03769415804729645,0.19948675744488487,149.03325727973748,3.0544178634352543,49.771040886313784
181,0.547827153529219,-0.12475558553030254,0.4954827497021169,148.53777453003536,3.6022450169644733,49.64628530078348
182,0.6573123328502404,-0.25048629645810455,0.8527168729789605,147.6850576570564,4.259557349814713,49.395799004325376
183,0.5475891762610174,-0.2979727273520808,1.2100636774874334,146.47499397956898,4.807146526075731,49.097826276973294
184,0.3797013871022906,-0.23805527103263263,1.4212462519150764,145.0537477276539,5.186847913178021,48.85977100594066
185,0.3249448718355486,-0.17235418258719223,1.409227665475125,143.64452006217877,5.51179278501357,48.687416823353466
186,0.3879783816017627,-0.005541362624644705,1.1902981056463307,142.45422195653245,5.899771166615333,48.68187546072882
187,0.8319678017059602,0.19632658521947458,0.8493977304932672,141.60482422603917,6.731738968321293,48.87820204594829
188,1.1055684659076639,0.2911460434306263,0.5164566364909061,141.08836758954826,7.837307434228958,49.16934808937892
189,1.264097771579019,0.299055060078939,0.23336409041139694,140.85500349913687,9.101405205807977,49.46840314945786
190,1.2795852035190864,0.2664499036822731,0.03482573304557994,140.8201777660913,10.380990409327064,49.734853053140135
191,1.2785463353864017,0.23945221847195539,-0.1005335761982985,140.9207113422896,11.659536744713465,49.97430527161209
192,1.2949382673738359,0.30884784262953724,-0.19153954416387783,141.11225088645347,12.9544750120873,50.28315311424163
193,1.3438371947924534,0.36643026918576665,-0.2484661937767239,141.3607170802302,14.298312206879753,50.6495833834274
194,1.3748566264039643,0.4842312746647456,-0.2793827076443515,141.64009978787453,15.673168833283718,51.13381465809214
195,1.4320313389315138,0.5238688133497256,-0.302101335143551,141.9422011230181,17.10520017221523,51.65768347144187
196,1.5007473933266744,0.5313433598633504,-0.3161684753364281,142.25836959835453,18.605947565541904,52.18902683130522
197,1.547903305457806,0.49261522919568057,-0.32610011025975305,142.58446970861428,20.153850870999708,52.6816420605009
198,1.6233822094238513,0.4948735487483374,-0.37206276701801066,142.9565324756323,21.77723308042356,53.176515609249236
199,1.607378165125632,0.4290067177556466,-0.4206300079083327,143.37716248354062,23.38461124554919,53.605522327004884
200,1.6168841002703327,0.4287885390340275,-0.5097461475077896,143.8869086310484,25.001495345819524,54.034310866038915
201,1.6007047418406946,0.3980556617413007,-0.6066057561751653,144.49351438722357,26.60220008766022,54.43236652778022
202,1.543666221921908,0.4078373109129141,-0.7447124985615359,145.2382268857851,28.145866309582125,54.840203838693135
203,1.521367427152341,0.46483627199223265,-0.9045296423395853,146.1427565281247,29.667233736734467,55.30504011068537
204,1.4960564605491538,0.4955916329774374,-1.0471486423963707,147.18990517052106,31.163290197283622,55.800631743662805
205,1.3839482665244849,0.5172882995510334,-1.1944175750145378,148.3843227455356,32.54723846380811,56.31792004321384
206,1.4093528147206336,0.4857748444819631,-1.310483352813006,149.6948060983486,33.95659127852874,56.803694887695805
207,1.3093016122009717,0.5379234624894302,-1.4278784819480341,151.12268458029664,35.26589289072971,57.341618350185236
208,1.251136001049777,0.6040717050852923,-1.5469252149566977,152.66960979525334,36.51702889177949,57.945690055270525
209,1.240572764026352,0.714797553178135,-1.6611610207997678,154.3307708160531,37.75760165580584,58.66048760844866
210,1.1638465372922147,0.7850511433531774,-1.7681255579780442,156.09889637403114,38.92144819309806,59.44553875180184
211,1.0777366729560103,0.8472695097918583,-1.8686488188491168,157.96754519288027,39.999184866054065,60.2928082615937
212,1.1034930669990979,0.9469256058907205,-1.958021284775142,159.9255664776554,41.102677933053165,61.23973386748442
213,1.1066100145864448,0.9834851036139425,-2.0219224599016856,161.94748893755707,42.20928794763961,62.22321897109836
214,1.0576275317244919,1.019353017604253,-2.083808965900579,164.03129790345764,43.2669154793641,63.242571988702615
215,1.0533051040472903,1.0285393704835406,-2.140812455385807,166.17211035884344,44.32022058341139,64.27111135918615
216,1.0001395521924636,0.9868794081085477,-2.1977078370027563,168.3698181958462,45.320360135603856,65.2579907672947
217,0.932347810164208,0.8763035634965463,-2.248994925797434,170.61881312164363,46.252707945768066,66.13429433079125
218,0.8738450288618799,0.8499047263621122,-2.301778019243924,172.92059114088755,47.126552974629945,66.98419905715336
219,0.8891063658793785,0.8658853604086998,-2.3435160004940854,175.26410714138163,48.01565934050932,67.85008441756206
220,0.886247266213198,0.8851347957809304,-2.3779471049807883,177.64205424636242,48.90190660672252,68.73521921334299
221,0.8589645591534469,0.9686832381027293,-2.415291542062999,180.0573457884254,49.76087116587597,69.70390245144571
222,0.8957494044010832,1.0293983199073677,-2.444399549068015,182.50174533749342,50.65662057027705,70.73330077135309
223,0.9111821171259333,1.031061279992278,-2.47437482835086,184.97612016584426,51.56780268740298,71.76436205134536
224,1.0409544251724752,1.0368568940166123,-2.486462799351097,187.46258296519537,52.608757112575454,72.80121894536197
225,1.04717461683,0.9300015216067027,-2.449272941959052,189.91185590715443,53.65593172940545,73.73122046696867
226,1.0667564583976552,0.7714827555716508,-2.3306695734159355,192.24252548057038,54.72268818780311,74.50270322254032
227,1.0701791034427104,0.5315702796744357,-2.130642998519648,194.37316847909003,55.79286729124582,75.03427350221476
228,0.991858818638242,0.32796983628761855,-1.8802915899616235,196.25346006905164,56.78472610988406,75.36224333850238
229,0.9501066418960655,0.10648948079404325,-1.616859182663399,197.87031925171505,57.734832751780125,75.46873281929642
230,0.9735829673834278,0.004388203163209287,-1.3593561770789786,199.22967542879402,58.708415719163554,75.47312102245962
231,1.0523312869877546,-0.030452471663065264,-1.1067496355059985,200.33642506430002,59.760747006151306,75.44266855079655
232,1.06667713198147,0.015876988147699965,-0.8719095338632501,201.20833459816328,60.82742413813278,75.45854553894425
233,1.0693999364219227,0.08932410603761558,-0.6759879820963397,201.8843225802596,61.8968240745547,75.54786964498187
234,1.0914513483957955,0.1854854316028081,-0.4968262564071808,202.3811488366668,62.988275422950494,75.73335507658469
235,1.0195021525269956,0.269673070628497,-0.334478911574709,202.7156277482415,64.00777757547749,76.00302814721319
236,1.0389065486044076,0.4118091677233106,-0.1974597996551753,202.91308754789668,65.04668412408189,76.41483731493649
237,1.0656608202186102,0.46082767029345284,-0.0706005752962511,202.98368812319293,66.1123449443005,76.87566498522995
238,1.0622835032779792,0.46934425714183425,0.03968807076517733,202.94400005242775,67.17462844757848,77.34500924237177
239,1.0907864136979732,0.44521338701610297,0.14780807724437228,202.79619197518338,68.26541486127645,77.79022262938787
240,1.1040181041128974,0.39736045394832453,0.24095855240478045,202.5552334227786,69.36943296538935,78.1875830833362
241,1.0835182431993262,0.3896319118773256,0.3032461366081338,202.25198728617048,70.45295120858867,78.57721499521352
242,1.0577980993210758,0.38923056633730985,0.3693985478655426,201.88258873830495,71.51074930790975,78.96644556155083
243,0.92858179337971,0.35164593144338285,0.40335675816031036,201.47923198014465,72.43933110128945,79.31809149299421
244,0.8720336767554207,0.36943856066729375,0.4185843596938035,201.06064762045085,73.31136477804488,79.6875300536615
245,0.8665905095463664,0.3812353434252182,0.4310932175362505,200.6295544029146,74.17795528759125,80.06876539708672
246,0.9826871896259595,0.29661846848297246,0.42388646974981076,200.2056679331648,75.16064247721721,80.3653838655697
247,1.0557740100601296,0.2242224387255881,0.42134592909090873,199.78432200407389,76.21641648727734,80.58960630429529
248,1.0252918239215048,0.18842835123979845,0.40699305713367606,199.3773289469402,77.24170831119885,80.77803465553508
249,1.034506205278747,0.15448322584456167,0.3758329920240631,199.00149595491612,78.2762145164776,80.93251788137964
250,1.011651657800261,0.14897028968093118,0.34819023625597156,198.65330571866016,79.28786617427785,81.08148817106057
251,1.0124055817011157,0.10649011583622486,0.30933592492016504,198.34396979374,80.30027175597897,81.1879782868968
